identifier,papertitle,date,"bag of words"
http://resolver.kb.nl/resolve?urn=ABCDDD:010879261:mpeg21:a0198,"NV De Volkskrant",1986-06-12,"10 10 108 11 21 29jarige 54ste aan aan aangetoondirak aanvallende aanvoerder abdoel afgelopen afgewerkt afkeurde afloop afscheid afstand afvaller afweer afwerken aguirre aguirre ahmed al al al alle alleen als als als amador andere arbitrage aziatische aztekenstadion aztekenstadion b b bank bank bedrijf begonnen beleefd belgen belgië belgië belgië belgië belgië belgië ben ben ben ben beperkt bereiken bereikt bespuwd beste beste beste bevond bezat bezoekersaantal bij bij bijna binnen bleef bleef blijken boeken bood boy bracht braziliaanse buitenspel canada caramboleerde coach colombia compliment confrontaties daar daarna daarvoor daarvoor dachten dag dan dan dan dat dat dat dat datzelfde de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de definitief derde derde diaz diaz dichtbij die die die die die die die die die die diens dinsdag dit dochter doellijn doelman doelman doelpunt doelpunt doelpunt doelpunt doelrype doen dominguez door door door doorgevoerd doorzien drie drie drie duel duel duizend een een een een een een een een een een een een een een een een een een een een eens eerder eerste eigen einde eindigen elfmeterstip elftal elk en en en en en en en en en en en en en en en enige enkele enkele er er er esparïa eventuele f fanatiek fans fattah fifa fifagedelegeerde flores flores foto fout gas gastheer gebleven gedachten geel geen gefloten gehandhaafd gehandicapt gekomen gele gele gelukkig gelukkige genomen gepasseerde geschorst gescoord gestuurd gestuurd gevaar geval geweest gezet ging goed goed goed goed groep groep groepe groepseerste groepswinnaar grote grote had had had had had had had had had hadden halen half hammoudi hanna hanna heb hebben hebben heel hele het het het het het het het het het het het het het het het het het het het het het het het het het het het het het het het hield hij hij hij hij hij hoe hoek hoekschop hoofdrol hoofdstad horen houdgreep hugo ik ik ik ik ik ik ik in in in in in in in in in in in in in in in in in in in in in in in in in in in in in in in irak irak irak irak irak irak irak irakese irakese irakezen irakezen iran is joegoslaaf joegoslavië juichen kaart kaarten kan kansen kansen kansje keer keer kleedkamer kleine kleintjes koffers kon kon konden kopbal kort krijgt kunststuk kwalificatie kwalitatief kwam kwam kwam kwamen kwartfinales laatste laatste lag land lang larios lat later later leek lege liepen liet lieveling maakte maal maal maar maar maar maar maar maar maar maar maar maar macedo macedo madrid mahmoud maken man marge marge matige mauritius meegaf met met met met met met met met met met met mexicaan mexicaanse mexicaanse mexicaanse mexicanen mexicanen mexicanen mexico mexico mexico mexico mexico mexico mexico mexico mexicostad middenveld mij milutinovic minuten minuten minuten minuut minuut miste miste mochten moeilijk moeilijkste moest moet moet moeten mogen monterrey mundial na na na na na na na na na naam naar naar naar nam namelijk natuurlijk nederlaag negen negentiende negretes nemen nemen niemandsland niet niet niet niet niets nodig noesseif nog nog nu nu oefenduels officieel om om om omdat omdat omdat omdat omstandigheden onbegrijpelijk onderkant onderlinge onderuit ongeslagen ons ons onschadelijk ontbrak ontlopen ontmoeting ontspannen ontzetting onze onze ook ook ook ook ook ook ook ook ook oorlog op op op opbouwend opdracht opeenvolgende opening opgegeven opgelopen opgevolgd opzoeken over over over overhoop overmatig overwinning overwinning paar pakken paraguay paraguay paraguay paraguay paraguay pas pauze petrovic plaats plaats plaats plaatste plekken ploeg ploeg ploeggenoten plus poule publiek quirarte quirarte raad razendsnel real rechts resultaat resultaat reuter ronde ronde ronde ruim ruzie sanchez sanchez sanchez schade scheidsrechter scheidsrechter scheidsrechters schop schop schot scoorde scoorde seconden situatie slecht slechts spanje spannen spel speler spelers spelers spits staat sterke sterker straf strafschopgebied stunts succes superieur sussen te te te te te te te te te te team teams tegelijkertijd tegen tegen tegen tegen tegen tegen tegen tegen tegen tegen tegenstand terecht terrein terug terugreis tevreden tevreden theoretisch thijs toch toch toch toe toen toen toen toeschouwers toestanden tomas tot tot tot totaal trainer trainers treffer treffer twee twee twee twee tweede tweede tweede tweede tweede tweede uit uit uit uit uit uit uit uit uit uit uitbraak uiteraard uitschakeling uitstekend uur vader van van van van van van van van van van van van van van van van van van van van van van van van van van van vanaf veel veel veld veld veld veld vele verdediger verhuizen verplichtingen verrassing verschil verslaan versterkingen vertegenwoordiger vertoonde vervanger verwerken via viel vijf vinden volgende volgens volop vond voor voor voor voor voor voor voor vooral voorbereide voordeel voordelige voordeüge voorronde voortijdig voortijdige voren vorige vreugde vrije vrije vóór waar waardige waarschuwde waren waren waren was was was was was was was was was we we wedstrijd wedstrijd wedstrijd wedstrijd week weer weinig wel werd werd werd werd werd werden werkelijk werken wie wij wij wij wijzigingen wilden winst wisselde wk wktoernooi wkvervolgré woensdag woensdagavond worden wordt wél zat zestien zich zich zich zich zijn zijn zijn zondag zonder zowel zuidamerikanen zuidkorea zwaar zwakke zwart zwarte zyn zyn zyn zyn zyn één één"
http://resolver.kb.nl/resolve?urn=ABCDDD:010879248:mpeg21:a0192,"NV De Volkskrant",1986-08-27,"111 876 aan aan aan aangekondigd aanleggen aantal accijns act act act actievoerders als amerikaanse bakzeil beriep beslag beslag beslag beslag besliste bij boeken boeken boekenzendin6en boekwinkel britse brooke campagne campaign consolidalons criteria criteria customs dan dat dat dat dat de de de de de de de de de de de de de de de de de de de de de de die die die die die die die die die door door doorzetten douane douane douane douane douane douane douane douane douane douane eeft een een een efend en engeland engeland engeland engelse europese fgelopen gaat gays gays gays genomen genomen genomen gespecialiseerd grond groot haar had halen hebben heeft herhaaldelijk het het het het hof hof homoliteraluur hun ie import import importeren in in in in in in in in indecent intussen is is j6 jaren jerantwoordelük klaagde koopde kunnen londense m mdat meegedeeld met minister moest moet moeten moeten na nam negentien niet niet normen o obsceen obscene obscene of om onderworpen onwettig ook op op opgeven oude over overal overeenstemming parlement pekhandelaren peter plannen pnieuw poppen publications publications recht rubber ruimere sekspoppen stelt te te teen the the titels toelaatbaarheid uit uitbraak uitgevers uitgevers van van van van van van van van van van veel verbiedt verschenen voor waar waren waren wet word word word worden ze ze zelf zich zijn zijn zijn zodat zullen zün"
http://resolver.kb.nl/resolve?urn=ABCDDD:010879249:mpeg21:a0224,"NV De Volkskrant",1986-08-28,"01 02de 12 13 21ste 23 23 64ste aan aan aan aan aan aan aanblik aanhangers aankoopbeleid aanloop aanpak aanval aanvallen achtduizend achter achter achterstand achteruit af afgelopen afkomstig afmaken afstraffing agressiever ajacied ajax ajax ajax ajax ajax ajax ajax ajax ajax ajax ajax ajax ajax ajax al al al al algehele alle alleen als als als als amsterdam amsterdam amsterdammers amsterdamse anders angst arbiter attent avond basisonderdelen basten basten basten basten basten bedekken beginneling behalve behoudende beide benarde benen beste beter betrouwbaarder bewegehjker bij binnen bleef bleek bleek bleven blijkbaar bluf boere boere boeremenzo botsing bouwens boven bovendien bracht brak bui bü bü bü competitie competitiestart confrontatie continu counter cruciale cruyff cruyff dan dan dan dan dank dat dat dat dat dat dat de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de defensie degehjkheid den den den den den den den den den den denkbaar deze deze deze deze deze dick die die die die die die die die die dientegevolge diep direct dit dit ditzelfde doelman doelman doelpunt doelpunt doelpunten doelpuntloze doeluiteraard door drastische dreef drie droeg duel duel duo dus dus een een een een een een een een een een een een een een een een een een een een een een een eens eerbied eerst eerste eerste eigen elders elftal en en en en en en en en en en en en en en en en en en ene enige er er er er eredivisieniveau eretribune ervaring europas even evenals explosieve falende fc fc fc fc fc fc fc fc fc fc fc feilen fragmentatiebom gaateen gaf gat gebroken gebruikte gedrag geen geen geen geen geen gegeven gegrepen gehouden genoeg gericht geschenk gevaarlijker geval geval gevoel gevolg geweest ging gisteravond gisteravond gleed gouden gretige groenendijk grotendeels haag haag haag haag haag haag haag haag haag haag haagse haagse haagse haarlem had had had hadden hagenaars hagenaars hagenaars hagenaars hand handen hebben hebben hebben heel helemaal helft herhaaldelijk hernieuwde hervatting het het het het het het het het het het het het het het het het het het het het het het het het het het het het het hield hoekschop hoofd hoofd hoofd houden hü ieder iedere iedereen iets illusie in in in in in in in in in in in in in in individuele ingeleverd inspande inspiratie integendeel intussen is is jol juist kan kans kansen kansloos karakteriseerdepas kenmerkte kennismaking keren kijkers klopjacht knappe kon koos koppel koppend kreeg kreeg kwaliteit kwam kwam kwamen kwelgeest laat laatste landgenoot lang lankhaar lankhaar lankhaar lat late laten later later later leven lezen lichtelijke lieten lik los luj maakte maar maar maar maar maar maar maar maar malaise mankracht mebewaking medelijden meent meer meer meer meer menzo menzo menzo menzo menzo menzo met met met met met met met met met met met met middenlijn middenveld minuten minuten minuten minuten minuut minuut minuut misplaatste misstaandie misten modaal moeite moeizaam moest moet moet moet moeten moment morley morley morley morley morley morley mulder mühren na na na na na naar naar naar nam namen nauw nederlaag neer neus niet niet niet niet niet niet niet niet niets nieuwe nieuwe nog nog nog nog nummer obstakel of of offensiever olympisch om om om omdat ommekeer omzeilen onderlinge onsamenhangend ontging onthutsende onthutsender ontkwam ontliep ontmoeting ontsnapte ontzag onvruchtbaar onzekerheid ooit ook ook ook ook ook ook ook op op op op op op op op op op op openden opgesloten opnieuw optot otto otto over overkwam overtuigend pad pakte paniek persoonlijk pessimistische plezieriger ploeg prettige probeerde proef prooi psv raad raakte rekeningdrie ren rijkaard rijkaard ringeloren rommelig rushes rust rust schoen scholten schoon schoot schot schot schoten scoreverloop scène seizoenen serieuze situatie slag slechts slechts sloeg slordige slot slotfase sluitpost solo spannend spel spelbos spiegelde sprake sprake staan stadion stadion staken stam stam stand standhet stelde stervende stoop strafschop strafschop stuk stuk stunt suggereert supporterskampna tactiek te te te te te te te te te team teams techniek tegelijkertijd tegemoet tegen tegen tegen tegen tegendoelpunt tegenstand tegenstander tekort tijden tijdens toen toen toonde tot tot tot transferperiode trap treffer treffer trof trouwens tussen twee twee tweede tweede twintig tüdens uit uit uit uit uit uitbraakmogelijkheid uiteenspattende uiterst uiterste uitkozen uitschieter uitvallen vaak van van van van van van van van van van van van van van van van van van van van van van van van van van van van van vanwege vanwege veel veel veel veiliger vele velen verdediging verdoezelen verfijnde vergeleken verkeerd verlies verloor verlov verplichtingen vertraagd vertrouwen verval verwacht verwijten via via viel viel viel viel vier vier voetbaljaargang voetballen vond voor voor voor voor voor voor voor voor voor voor voorbereidend voorbij voorschijn voorzet vrije vrijwel vroeg vroege vuisten vüf waar waarin waarna waarop wanhopig wapen waren was was was was was was was was was was wat water wederom wedstrijd weinig wending werd werd werk wetenschap wist wist wonderlijk zag zeeg zelfde zelfs zette zeven zeventigste zich zich zich zich ziedend zijn zijn zijn zijn zitten zo zoals zodoende zoek zondag zoveelste zwaan zwakke zware zü zü zün zün zün zün zün zün zün zün zün èn één"
http://resolver.kb.nl/resolve?urn=ddd:011011696:mpeg21:a0118,Nieuwenhuis,1986-06-16,"25jarige 30jarige aan achteraf afkomstig alkmaar alkmaar alkmaarse betrokken bewaarders bij bijna binnenland blijkt brak daar dat de de de de de de de de de de de de doderer door drie drie een een een en en en en en er gaat gedetineerde gedetineerden geen gehad getracht gevangenen gevangenis geweest hebben hebben heeft heineken hen het hingen hr hun in in in j jaar konden luchtplaats meegedeeld mislukte moesten naar niet nog nu om omdat omvangrijke ontsnappen ontsnapte ontvluchting ontvoerder onze ook op overmeesterd politie r redactie regio resultaat rotterdam schutterswei schutterswei straf te te tegelijk terug toe toen tot totaal twee uit uitbraak uitgebreide uitzitten van van van van van van vermogensmisdrijven veroordeeld vielen vijf vluchttouw volgens wegens woordvoerders woordvoerders worden zaterdag zij zij zijn zijn zoekactie"
http://resolver.kb.nl/resolve?urn=ddd:011011690:mpeg21:a0246,Nieuwenhuis,1986-06-09,"61 aan aan aanleiding achterwege al bloot de de demonstratie denemarken die ding dit doodschoppen duwtje een een een een een eigenlijk elftal elkjaerlarsen en enkele er er gaf geen gesteld ging had het het het het immers in in jesper keer kwaliteit laatste laudrup liet maar minuten monsterscore na natuurlijk niet nog olsen omdat omdat ook overbodig paar pas plaats ronde stellen te tijd toegevoegd treffer uitbraak uruguayaanse van van veilig vervangen vijftal volgende voor voor was was was weer werd zich zijn"
http://resolver.kb.nl/resolve?urn=ddd:010610947:mpeg21:a0291,"Nieuwe Limburger koerier;Uitgeversmaatschappĳ Limburgs Dagblad",1986-04-02,"afgekondigde afgelast afgelastingen afrikaanse daarop dat de de de de de den draf duindigt duindigt en en en financiële gevolgen gisteren groningen haag het het in is kon naar nederlandse niet nootdorp op paardenkoersen rensport stichting uitbraak van van van vandaag vanwege varkenspest verlopen verplaatst vervoersverbod vrijdag w5spel wat worden zeggen zijn zijn zoetermeer zondag zou"
http://resolver.kb.nl/resolve?urn=ddd:010611065:mpeg21:a0162,"Nieuwe Limburger koerier;Uitgeversmaatschappĳ Limburgs Dagblad",1986-08-18,"00 00 4500 46 53 83 aan aan aan aanwinst achterin achterin adem afloop afwezigheid allegaartje als als als als amateurs andere andere anders anders angst anton atteveld baandert baandert baas bal ballen banque been behalve bekkum belangrijker beoordeeld bert bewondering bij bij bij bijna blessures boekwerk boessen brengen club competitie daarna dan dan dansen dat dat dat dat dat dat datje de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de deed defensief derhalve die die die die die dit dit dompelde door doorneveld druk drukte duel duivel duurde echter edward een een een een een een een eenvoudig eerste eerste eigen eigen eind eleveld elf en en en en en en en en en en en en en er er erg even evenwichtige evers evers fanfare fantastisch fatale fortuna fortuna fortuna fortuna fortuna fortunezen gasten gaten geblesseerd geen gehouden gelijkspel gemiste genadeklap gerringa gerven geschorst gespeeld gespeeld geval gevolg gewisseld gezet ging ging goed goed goede haar haarlem haarlem haarlem haarlem haarlem haarlemamateurs haarlemdefensie haarlemgoalie haarlemzijde haast had hadden halen handen handjevol hans heb hebben hebben hebben heel helemaal het het het het het het het het het het het hier hij hij hoezeer holverda holverda holverda hoogste houden huis huisorkest hun hun ieder ik in in in in in in in in in in in in indruk ingingen is is jacobs janssen janssen janssen je je je je juist kan kansen kansen kant knie knikkende kniën knokken koelbloedigheid koevermans koevermans kon kreeg krijgen krijgt kun lang lens lens lens libero licht lied linford maar maar maar maar maessen makkie man masefield matthaei meer meer meer met met met met metgod metgod metgod metgod mij mineurhaarlem minuten misten moeilijk moest moest moeten moniz mordang muzikanten mórdang na naam natmakenmet natuurlijk nauwelijks negentig nemen niet niet niet niet niet niets nieuwe nieuwelingen nijholt niks niks nog nul officiële om om om onder onderging ondervond ongegronde ongelukkige ontkrachten oog oog ook ook oorlogspad op op op op op opvallend opzet opzwepende oren overstemde papier peeper pijnlijke praten presentatie problemen profs publiek publiek raakte rammelde redelijk reijners risico rit samen scheidsrechter schoenen seizoen seizoensaftrap seizoensouverture selectie sigi sitek sittard sittard sittard sittard sittard sittard spaarde spijt stel stempel steviger stokstijf stond stonden stonden stootkracht superklasse t t te te te te ten tenauwernood tevreden thijssen thuisclub tijd toch toch toebrengen toen toen toeschouwers tonen toonde trainer trainer transfers uit uit uitbraak uitnodigen va van van van van van van van van van van van van van van van vast veel verdraaide verdrukking verduveld verkaik verprutste verving verzorgd viel vlak voetbal vol voor voor voor voor voor voor voor voor vooral voordat voorfortuna voorhoede vormde vrees vreugde vuurdoop waarom want was was was was was wat wedstrijd weinig werd werd weten wij wij wij wij wij wijze wil wil wilde worden wordt wurd zaterdagvond zenuwen zich zijn zijn zijn zo zo zong zorgen zoveel zoveel zuidamerikaanse één"
http://resolver.kb.nl/resolve?urn=ddd:010611071:mpeg21:a0137,"Nieuwe Limburger koerier;Uitgeversmaatschappĳ Limburgs Dagblad",1986-08-25,"24 a a aan al aldus alle als als als als altes altes altes altes altes andere avroradio bc ben bepe beseffen betekent bij bij binne11 boven brengen buiten cc dag dan dan dan dan dat dat dat dat dat dat dat de de de de de de de de de den denken departement derste deze die dit dit dit doorli een een een een een een een er er er extra gebeurenkorthals geen gegevens gevangenis gevangenis gevangeniswezen gewaa geweest geweest geweest geweest gezego gint gisteren had hebben heeft heeft hele het het het het het het hier hij hilversum huis iedere ik ik indruk indrukken inschakelen is is is is is je je je justitie justitie kan kan kant kingen komplot kop korthal korthals korthals korthals kunnen leden llt maar maar maatregelen meer meiijk mensei met middellijk minister moet moet moet moetje na naar naar nader natuurw niet niet niet nog nog nog o of oi ojl om onderzoek onderzoek ontsnapping ontsnapping ontsnapping ook ook op opleggen oplette1 over over paar paar per poging rijksrecherche samenspanning scheveningse schuwd sprake staa steen te te te te ten tijd tijd toch toch treffen trokken tuurlijk ui uit uitbraak van van van van van van vandaag vast verontrust veroordeelde verzamelen vindt vluchten voor voorkomenhij vraagt vraagtekens w waarsch want weken wing woj zal ze zeer zei zei zei zejj zich zich zijn zijn zo zodanig ët"
http://resolver.kb.nl/resolve?urn=ddd:010611114:mpeg21:a0084,"Nieuwe Limburger koerier;Uitgeversmaatschappĳ Limburgs Dagblad",1986-11-13,"1985 34 37 42 56 77 aan aan aan aanbrengen aangehouden aanpassingen aantal aantal achterwege activiteiten activiteitenprogramma afgestoten afweging afzondering afzondering alkmaar alle als als altijd analyses andere barrières beleid beneden beschikbaar bestaande betere beveiligde beveiliging beveiliging beveiliging beveiliging bevinden bewaarders bewaking bewaring bewaring bewindsvrouwe biedt bij bijvoorbeeld binnen binnenkort blijkt blijven blijven bovendien brief buiten bv cel celinspecties compenseren concludeert conclusie controles daar daaraan daarvan daarvoor dag dan dan dat dat dat dat dat dat dateert de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de de deel detectiepoorten deuren die die die die dienstinstructies dit dit door doorgaans echt een een een een een een eeuw eigenlijk electronische en en en en en en en en en enkele enkele er er er er erkent ernst gaat gebouwen gebouwen gebouwen gebouwen gebruik gedaan gedaan gedaan gedetineerden gedetineerden geen geen geen gegarandeerd geldbij gemaaktde gemakkelijk gemeenschappelijke genomen gereed gerenoveerd gesmokkeld gevangenen gevangenen gevangenen gevangenisdirecteuren gevangenispersoneel gevangenissen gevangenissen gevangenissen gevangenissen gevangenissen gevangenissen gezamenlijk gezamenlijk groepsverband grote haag haagse half heeft hemel hemel het het het het het het het het het het het het het het het houden houten huizen huizen humane in in in in in in in in in in in in ingaat inmiddels inrichten inrichtingen is is is is is is is is jaar jaar jaren jarenlang justitie kamer kamer kamer kan kan kans kennen kortevan kortingen kunnen kunnen kunnen kunnen kwaliteit kwestbare langere later loop maar maar maar maar maat meer meest meeste meeste meeste merendeel met met met met minder minder moeten moeten moeten moeten mogelijk mogelijkheid muren naar naar name nederlandhet negentig nemen niet niet niet niet niets nieuwe of oktober om om omdat omgaan omvang ondanks ondernomen ondernomen onderzoek onderzoek ontsnappen ontsnappingen ontsnappingen ontsnappingen ontsnappingen ontsnappingen ontvluchtingen ontvluchtingen ontvluchtingenkortevan onze onze ook ook oorzaken op op op op op opereren opgepakt optimaal oude overdag panden pas past periodes personeel personeelstekort plaatsdenhaag plaatsvinden portiersloges prioriteiten recreatiezaal recreatiezalen redactieden reeks regiem regiem rekening ringbeveiliging ruimte salarissen scheveningen slechte spectaculaire staat staat staatssecretaris staatssecretaris staatssecretaris staatssecretaris staatssecretaris stalen stellen strenger succesvolle succesvolle te te te te te te te toegestaan toezicht tot tot tralies tweede tweede tweede tweede uit uit uit uit uit uitbraakpogingen uitbraakpogingen uitgerust uitgevoerd vaak van van van van van van van van van van van van van van van van van van van van van van van van van van van van vanuit vaststellen veel veiligheidsaspecten ver verbetering verblijven verhogen verhoogde verhouding verleden vernieuwen vervangen verzoek vijf vinden vindt vindt vluchtten volgens volgens vooral voorbarig voorkomen vorig vorige vroeger waarbij waardoor waardoor waarin waarop waarvan wapens waren weer weinig wel wel weliswaar werden werkdagen wettelijk wie wij wijten wijten wijze wijzigen wil wisten worden worden worden worden worden worden worden ze zich zij zij zijn zijn zijn zijn zijn zijn zijn zouden"
http://resolver.kb.nl/resolve?urn=ddd:010610924:mpeg21:a0216,"Nieuwe Limburger koerier;Uitgeversmaatschappĳ Limburgs Dagblad",1986-04-05,"400 7 afkomstig afrikaanse afval als andere april bedrijfskantines bekend beschouwd dat de de den die een een en en en er haag hebben heeft het het het het het in in ingang is keuken keukenen keukens kleine land landbouw maandag mestvarkens met met met onder ongekookt ons oorzaak ploeg restaurants slachtafval slachtafval speciale staatssecretaris swill uitbraak van van van van van van van van varkensmesterijen varkenspest verboden vergunning vervoederen visserij voeren voeren voor wordt zijn zoals zoetermeer zogenaamde"
http://resolver.kb.nl/resolve?urn=ddd:010611128:mpeg21:a0096,"Nieuwe Limburger koerier;Uitgeversmaatschappĳ Limburgs Dagblad",1986-11-29,"131 1985 2200 2250 2500 27 aan aan aan aan aan aangevoerd aanzienlijke achten af af afspraken alleen als als amerikaans arms b52bommenwerper bekend bepalingen beschikken beschikken besloot bewapening bewapeningsgebied blijken bommenwerpers bommenwerpers bondgenoten boord brengen buitenlandse coderen coderingsverbodin dan dan dat dat dat dat dat dat dat de de de de de de de de de de de de de de de de de de de de de de de de de de de defensie destabiliserende deze dit dit dit dit donderdag door door door doorbreken e een een een een eens eind eind elkaar en en en en en en en er er er ertoe extra gaan gebonden gedragen geleid george gestationeerde gesteund heeft het het het het het het het het het het het het het het houden houden in in in in in in in ingebruikneming intussen inzake is is jaar jaar juni kennelijk kruisraketten kunnen kwam laatste land landraketten langste leden lieten maakte maar maar meer meest meeste mei met met met met met ministerie ministerie modernisering moment moskou moskou moskou naam nadrukkelijker naleving nauwkeurige navobondgenoten niet niet nieuwe nieuwe nog nu offensief om om om onderhandelen ontmantelen ontwikkelen ontwikkeling ook ook ook op op op op op opnieuw oude over over over over over overschrijdend pentagon pentagon persoon plaatsvinden plafond poseidononderzeeër positiever proeven raket raketten raketten raketten raketten reagan reagan reden reduceren reducties reduction regeringreaean regeringreagan russen russen salt salt11 salt11plafond saltii saltii saltlimieten schond shultz signalen slaagde slechts sovjetgedrag sovjetunie sovjetunie sovjetunie spraken ss13 ss24 ss25 ss25 start steeds stelde strategie strategische systemen talks te te te te te te tegen tegen tegenover terwijl tevens tevreden toegestaan toegestane toen tot tridentonderzeeboot trok twee uit uitbraak vaart van van van van van van van van van van van van van van veranderd verdrag verdragen verklaarde verklaarden verrassing verscheidene vond voor voor voorstel voorts vrijdag vs waarvan wapenonderhandelingen washington washington washington wembergers werd werd werd wilden worden zaken ze zich zich zich zich zich zien zij zo zou zou zou zou zou zouden zouden zware één"
http://resolver.kb.nl/resolve?urn=ddd:010610944:mpeg21:a0137,"Nieuwe Limburger koerier;Uitgeversmaatschappĳ Limburgs Dagblad",1986-04-29,"1 8 aanval alles alljtfgelopen amerikaanse andere belendende bevolking bewijs blijft bloedhete bloedstollende caaiinvasie castro crisistraining cubaanse cv dag dagelijks de de de de de de de de der die die drift duizen een een een een een eeuw en en en en en enig er erbuiten even f fidel friogelijkheid fvone gaat gangetje ge gegiechel gegier gehouden gehouden getik havanna havannas het het het het het het hier honderden horloge hun i il in in in in in in in in inwoners is is is jharde jj jpheenschappelijke jsinnen kan kort later lelijke len leven levende lo luttele maant maar mee mensenhorde mislukte mobiliseren mum na naar nacht namiddag nee niet niets nieuwsbe nog nog oefening of ogenen ogenschijnlijk om onder onze ook op op op op p pagemaakte paniek past pd pje puilen reloj revolutie revordt roetzwarte ruim schrikken schuilkel secont sfeer sirenes situatiec slechts speciale stadsbussen steden taak tante te tevoren tevoren tiart tijden tijdstippen toch tot tranoia tropische trot uitbraakt uitjpssen universiteitswijk van van van van van van van van var veo verlaten verslaggever vertrouwd vertrouwen vluchten waakzaamfvoor waarmee weer wekelijks wie wie wolk worden ze zoals ïhiha"
http://resolver.kb.nl/resolve?urn=ddd:010610944:mpeg21:a0224,"Nieuwe Limburger koerier;Uitgeversmaatschappĳ Limburgs Dagblad",1986-04-29,"1887 260 400 aan aangetroffen aantal aard abortus abortus abortus abortus abortus af al aldus alle als ambtgenoten andere antwoord bang bang bang bang bang bangbesmetting bedrijven bedrijven bedrijven bedrijven beekjes belegd belgische belgische belgische belgië beschuldigende besmet besmet besmet besmette besmette besmettelijke besmettelijke besmettingshaard bevinden bij bij bijgepast bloedmonsters boxtel branden bruce brucellose brucellose brucellose buurt concentreerde contact contactbedrijven controleert dan dat dat dat dat de de de de de de de de de de de de de de de de de de de de de de de de de de de den deze deze die die dien dier dieren dieren dieren dieren dieren dieren dieren dieren dieren dieren dinsdagmorgen directeur directeur door door door door drie drie drietal drietal drs drs drs dubieus duurt een een een een een een een een een een een eerder egrichtlijnen eigenaren en en en en epen epen epen epenheythuysen frans frans frustaties frusterend gaan gebeuren gebracht gebracht gebruikswaarde geiten gelokaliseerd genoemd genomen gerenommeerde geslachtvolgens gevaren gevolg gewezen gewoon gezondheidsdienst gezondheidsdienst gezondheidsdienst gezondheidsdienst gezondheidsdienst gezondheidsdienst gezondheidsdienst ging globale grensgebied grensgebied groot grote grote haag had half halfjaar heeft heeft hen het het het het het het het het het het het het het heuvelland heythuysen heythuysen hij hoe in in in in in in in in in in in in in in in insleep inspecteur inspecteur is is is is is jaar jan jansen jansen kalft kan kan kan koe kunnen laatmen laboratorium lampje lichtte limburg limburg limburgse limburgse lipzig lipzig lipzig luik maanden maar maltakoorts melkkoeien melkmonsters melkmonsters men met met met met middellands mindering minstens moeten na na naar naar nageboorten negen niet nog nog of of of ofschoon om ondanks onder onder onderzoek onderzoek onmiddellijk onrust ontdekte ook ook ook ook op op op op op opgestart opneemt opnemen ouder overgebracht overgenomen overheid per pikken plaats positief reageerde rechtstreeks reeds rest rode rond runderen runderen runderen rundvee rundveehouderijen rundveehouders schapen schatting sir slachten slachtwaarde snel spoedvergadering sporen steeds stichting strijd taxatie te te te te teweeg toe ton twintig uit uitbraak uitbraak uitgebroken uitslag van van van van van van van van van van van van van van van van van van van van veertiendaagse verdere vergoedt verklaard vertegenwoordigen verwerpingsziekte veterinairen via via vijf vingers vogels volgens volstrekt voor voor voor voor voor voor voor voor voorkomen voorkomende voorkwam vossen vreselijk vrij vruchtwater wacht was was wederom weiden wel werd werd werden werden worden worden worden worden worden worden zaak zal zal zaterdagmiddag zaterdagmorgen zeegebied zes zich zich ziekte zij zijn zo zuidlimburgse zullen ƒ"
http://resolver.kb.nl/resolve?urn=ddd:010610944:mpeg21:a0225,"Nieuwe Limburger koerier;Uitgeversmaatschappĳ Limburgs Dagblad",1986-04-29,"1 1 1 12 19 1983 1986 27 34 64 _ _ _ _ aan aankoop achterhaald aldus als als bakker bel belaste beslc beslissing besmette besmettin bestrijding betaalt betre bij bij bijval bond bond bond boxtel brabantse breidingen burg buurtinfectie d d dat de de de de de de de de de de de de de de de de de de de die diensten dieren dieren dieren dieren diktaat directeur drs drs e e een een een een eerst elf en en en entcarr entingen er er er ervoer eëi f frans gestaakt gevalle gevallen gezondheidsdienst gezondheidsdienst gezondheidsdienst gisteren gisteren gulden het het het heythuysen heythuysen hij hij hij hij hoof i i i in in in in in in in ingeënt inhoud jan jelle juni kat keer kennis kon kostte kreeg landbouw landbouw leggen liet limburg limburg limburgse limburgse limburgse lipzig lirr meer met miljoen miljoen minister ministerie moeten moeten naar neer neerleggen niet niet niet niet of om ondoordacht ons oorzaak overheid pagne per pest pikken protesttelegram ren rond sprake staande stelde stichting stt t te te te tege tegen telex ten tot tota transpoi ui uitbraak uitbraken uitgaan van van van van van van van van van van van van van van van van van van van van van varken varkens varkens varkenshouders varkenshouders varkenshouders varkenspest varkenspest varkenspest veehouders vergadering veterinaire visserij visserij voo voor voor voorkomen voorzitte voorzitter voorzitter w wa waarbij walter waren wat we wenste werd werden weten wie worden worden zei zich zo zomaar zonder ï ï ï ï"
